::ffff:60.191.125.35 - - [22/Sep/2021:16:47:36 +0000] "HEAD http://112.124.42.80:63435/ HTTP/1.1" 404 33 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:10:46:25 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=10&classId=12&relationId=65 HTTP/1.1" 200 46 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:10:46:27 +0000] "GET /api/edu/DataAnalysis/groupStudentsQuSituationBySex?realtionId=63&teacherId=10 HTTP/1.1" 200 55 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:10:47:51 +0000] "GET /api/edu/teacher/getTeachersCourse?teacherId=10 HTTP/1.1" 200 7110 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:10:47:51 +0000] "GET /api/edu/class/get?curPage=1&headMasterId=10 HTTP/1.1" 200 6380 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:10:47:51 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=10&classId=12&relationId=64 HTTP/1.1" 200 45 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:10:47:52 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=10&classId=12&relationId=63 HTTP/1.1" 200 45 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:10:47:52 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=10&classId=12&relationId=65 HTTP/1.1" 200 46 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:10:47:52 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=10&classId=12&relationId=66 HTTP/1.1" 200 46 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:10:47:52 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=10&classId=12&relationId=67 HTTP/1.1" 200 46 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:10:47:53 +0000] "GET /api/edu/DataAnalysis/groupStudentsQuSituationBySex?realtionId=63&teacherId=10 HTTP/1.1" 200 55 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:10:59:32 +0000] "GET /api/edu/DataAnalysis/groupStudentsQuSituationBySex?realtionId=63&teacherId=10 HTTP/1.1" 200 2276 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:11:33:29 +0000] "GET / HTTP/1.1" 404 33 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:11:33:30 +0000] "GET / HTTP/1.1" 404 33 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:13:01:06 +0000] "GET /api/edu/DataAnalysis/groupUnqualifiedStudentsByAge?realtionId=63&teacherId=10 HTTP/1.1" 200 32 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:13:01:33 +0000] "GET /api/edu/DataAnalysis/groupUnqualifiedStudentsByAge?realtionId=63&teacherId=10 HTTP/1.1" 200 32 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:13:02:00 +0000] "GET /api/edu/DataAnalysis/groupUnqualifiedStudentsByAge?realtionId=63&teacherId=10 HTTP/1.1" 200 2288 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:13:03:18 +0000] "GET /api/edu/DataAnalysis/groupUnqualifiedStudentsByAge?realtionId=63&teacherId=10 HTTP/1.1" 200 2276 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:13:03:35 +0000] "GET /api/edu/DataAnalysis/groupUnqualifiedStudentsByAge?realtionId=63&teacherId=10 HTTP/1.1" 200 32 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:13:05:15 +0000] "GET /api/edu/DataAnalysis/groupUnqualifiedStudentsByAge?realtionId=63&teacherId=10 HTTP/1.1" 200 32 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:13:05:36 +0000] "GET /api/edu/DataAnalysis/groupUnqualifiedStudentsByAge?realtionId=63&teacherId=10 HTTP/1.1" 200 32 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:13:06:04 +0000] "GET /api/edu/DataAnalysis/groupUnqualifiedStudentsByAge?realtionId=63&teacherId=10 HTTP/1.1" 200 61 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:13:06:25 +0000] "GET /api/edu/DataAnalysis/groupUnqualifiedStudentsByAge?realtionId=63&teacherId=10 HTTP/1.1" 200 61 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:13:08:18 +0000] "GET /api/edu/DataAnalysis/groupUnqualifiedStudentsByAge?realtionId=63&teacherId=10 HTTP/1.1" 200 61 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:13:13:34 +0000] "GET /api/edu/DataAnalysis/groupUnqualifiedStudentsByAge?realtionId=63&teacherId=10 HTTP/1.1" - - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:13:17:28 +0000] "GET /api/edu/DataAnalysis/groupUnqualifiedStudentsByAge?realtionId=63&teacherId=10 HTTP/1.1" - - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:13:20:11 +0000] "GET /api/edu/DataAnalysis/groupUnqualifiedStudentsByAge?realtionId=63&teacherId=10 HTTP/1.1" 200 32 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:13:20:35 +0000] "GET /api/edu/DataAnalysis/groupUnqualifiedStudentsByAge?realtionId=63&teacherId=10 HTTP/1.1" 200 32 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:13:21:03 +0000] "GET /api/edu/DataAnalysis/groupUnqualifiedStudentsByAge?realtionId=63&teacherId=10 HTTP/1.1" 200 32 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:13:21:32 +0000] "GET /api/edu/DataAnalysis/groupUnqualifiedStudentsByAge?realtionId=63&teacherId=10 HTTP/1.1" 200 32 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:13:31:53 +0000] "GET /api/edu/DataAnalysis/groupUnqualifiedStudentsByAge?realtionId=63&teacherId=10 HTTP/1.1" 200 73 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:13:32:23 +0000] "GET /api/edu/course/get?curPage=1 HTTP/1.1" 200 3637 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:13:32:27 +0000] "GET /api/edu/organization/get?curPage=1 HTTP/1.1" 200 2109 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:13:32:44 +0000] "GET /api/edu/teacher/get?curPage=1&organizational_id=6 HTTP/1.1" 200 1069 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:13:32:54 +0000] "GET /api/edu/teacher/getTeachersCourse?teacherId=8 HTTP/1.1" 200 7095 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:13:32:54 +0000] "GET /api/edu/class/get?curPage=1&headMasterId=8 HTTP/1.1" 200 6378 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:13:32:54 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=8&classId=10&relationId=53 HTTP/1.1" 200 45 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:13:32:54 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=8&classId=10&relationId=54 HTTP/1.1" 200 45 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:13:32:55 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=8&classId=10&relationId=56 HTTP/1.1" 200 45 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:13:32:55 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=8&classId=10&relationId=55 HTTP/1.1" 200 45 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:13:32:55 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=8&classId=10&relationId=57 HTTP/1.1" 200 45 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:13:32:56 +0000] "GET /api/edu/teacher/getTeachersCourse?teacherId=8 HTTP/1.1" 200 7095 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:13:32:56 +0000] "GET /api/edu/class/get?curPage=1&headMasterId=8 HTTP/1.1" 200 6378 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:13:32:56 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=8&classId=10&relationId=55 HTTP/1.1" 200 45 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:13:32:56 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=8&classId=10&relationId=56 HTTP/1.1" 200 45 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:13:32:56 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=8&classId=10&relationId=54 HTTP/1.1" 200 45 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:13:32:56 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=8&classId=10&relationId=53 HTTP/1.1" 200 45 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:13:32:56 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=8&classId=10&relationId=57 HTTP/1.1" 200 45 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [23/Sep/2021:13:32:58 +0000] "GET /api/edu/files/get?module_id=47&module_name=%E8%AF%BE%E7%A8%8B&curPage=1 HTTP/1.1" 200 2711 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:184.105.247.196 - - [23/Sep/2021:13:36:14 +0000] "GET / HTTP/1.1" 404 33 "-" "-"
::ffff:127.0.0.1 - - [23/Sep/2021:13:49:58 +0000] "GET /api/edu/DataAnalysis/groupUnqualifiedStudentsByAge?realtionId=63&teacherId=10 HTTP/1.1" 404 33 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:13:50:23 +0000] "GET /api/edu/DataAnalysis/groupStudentsQuSituationByAge?realtionId=63&teacherId=10 HTTP/1.1" 200 73 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:13:50:49 +0000] "GET /api/edu/DataAnalysis/groupStudentsQuSituationByAge?realtionId=63&teacherId=10 HTTP/1.1" 200 60 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:13:55:45 +0000] "GET /api/edu/teacher/getTeachersCourse?teacherId=10 HTTP/1.1" 200 7110 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:13:55:48 +0000] "GET /api/edu/class/get?curPage=1&headMasterId=10 HTTP/1.1" 200 6380 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:13:55:49 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=10&classId=12&relationId=67 HTTP/1.1" 200 46 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:13:55:49 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=10&classId=12&relationId=66 HTTP/1.1" 200 46 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:13:55:49 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=10&classId=12&relationId=65 HTTP/1.1" 200 46 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:13:55:49 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=10&classId=12&relationId=64 HTTP/1.1" 200 45 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:13:55:49 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=10&classId=12&relationId=63 HTTP/1.1" 200 45 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:13:57:48 +0000] "GET /api/edu/teacher/getTeachersCourse?teacherId=10 HTTP/1.1" 200 7110 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:13:57:49 +0000] "GET /api/edu/class/get?curPage=1&headMasterId=10 HTTP/1.1" 200 6380 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:13:57:49 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=10&classId=12&relationId=64 HTTP/1.1" 200 45 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:13:57:49 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=10&classId=12&relationId=66 HTTP/1.1" 200 46 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:13:57:49 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=10&classId=12&relationId=65 HTTP/1.1" 200 46 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:13:57:49 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=10&classId=12&relationId=67 HTTP/1.1" 200 46 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:13:57:49 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=10&classId=12&relationId=63 HTTP/1.1" 200 45 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:13:57:51 +0000] "GET /api/edu/DataAnalysis/groupStudentsQuSituationBySex?realtionId=63&teacherId=10 HTTP/1.1" 200 53 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:13:57:51 +0000] "GET /api/edu/DataAnalysis/groupStudentsQuSituationByAge?realtionId=63&teacherId=10 HTTP/1.1" 200 60 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:14:05:28 +0000] "GET /api/edu/teacher/getTeachersCourse?teacherId=10 HTTP/1.1" 200 7110 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:14:05:29 +0000] "GET /api/edu/class/get?curPage=1&headMasterId=10 HTTP/1.1" 200 6380 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:14:05:29 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=10&classId=12&relationId=63 HTTP/1.1" 200 45 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:14:05:29 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=10&classId=12&relationId=67 HTTP/1.1" 200 46 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:14:05:29 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=10&classId=12&relationId=65 HTTP/1.1" 200 46 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:14:05:29 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=10&classId=12&relationId=66 HTTP/1.1" 200 46 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:14:05:29 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=10&classId=12&relationId=64 HTTP/1.1" 200 45 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:14:05:31 +0000] "GET /api/edu/DataAnalysis/groupStudentsQuSituationBySex?realtionId=63&teacherId=10 HTTP/1.1" 200 53 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:14:05:31 +0000] "GET /api/edu/DataAnalysis/groupStudentsQuSituationByAge?realtionId=63&teacherId=10 HTTP/1.1" 200 60 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [23/Sep/2021:14:05:39 +0000] "GET /api/edu/teacher/getTeachersCourse?teacherId=10 HTTP/1.1" 200 7110 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
