::ffff:106.75.212.55 - - [21/Sep/2021:19:54:45 +0000] "GET http://www.qq.com/404/search_children.js HTTP/1.1" 404 33 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:17:04 +0000] "GET /api/edu/course/get?curPage=1 HTTP/1.1" 200 3637 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [22/Sep/2021:11:23:23 +0000] "GET /api/edu/organization/getUnqualifiedStudents HTTP/1.1" 200 2406 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [22/Sep/2021:11:23:27 +0000] "GET /api/edu/student/getUnQualifiedScores?studentId=14 HTTP/1.1" 200 32 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [22/Sep/2021:11:28:18 +0000] "GET /api/edu/course/get?curPage=1 HTTP/1.1" 200 3637 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:28:20 +0000] "GET /api/edu/organization/get?curPage=1 HTTP/1.1" 200 2109 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:29:47 +0000] "GET /api/edu/course/get?curPage=1 HTTP/1.1" 200 3637 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [22/Sep/2021:11:29:47 +0000] "GET /api/edu/organization/get?curPage=1 HTTP/1.1" 200 2109 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [22/Sep/2021:11:30:29 +0000] "GET /api/edu/teacher/get?curPage=1&organizational_id=6 HTTP/1.1" 200 1069 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [22/Sep/2021:11:30:29 +0000] "GET /api/edu/class/get?curPage=1&organizationalId=6 HTTP/1.1" 200 6990 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [22/Sep/2021:11:30:32 +0000] "GET /api/edu/teacher/get?curPage=1&organizational_id=6 HTTP/1.1" 200 1069 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [22/Sep/2021:11:31:13 +0000] "GET /api/edu/teacher/get?curPage=1&organizational_id=6 HTTP/1.1" 200 1069 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [22/Sep/2021:11:31:13 +0000] "GET /api/edu/class/get?curPage=1&organizationalId=6 HTTP/1.1" 200 6990 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36 SE 2.X MetaSr 1.0"
::ffff:127.0.0.1 - - [22/Sep/2021:11:31:55 +0000] "GET /api/edu/teacher/getTeacherAllStudents?teacherId=10&curPage=1 HTTP/1.1" 200 910 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:31:57 +0000] "GET /api/edu/teacher/getTeachersCourse?teacherId=10 HTTP/1.1" 200 7110 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:31:58 +0000] "GET /api/edu/class/get?curPage=1&headMasterId=10 HTTP/1.1" 200 6380 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:31:58 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=10&classId=12&relationId=64 HTTP/1.1" 200 45 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:31:58 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=10&classId=12&relationId=63 HTTP/1.1" 200 45 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:31:58 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=10&classId=12&relationId=65 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:31:58 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=10&classId=12&relationId=66 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:31:58 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=10&classId=12&relationId=67 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:32:02 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=10&relationId=63&classId=12 HTTP/1.1" 200 45 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:32:02 +0000] "GET /api/edu/teacher/getTeacherStudentsCourse?teacherId=10&relationId=63&classId=12 HTTP/1.1" 200 960 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:32:05 +0000] "GET /api/edu/teacher/getTeacherAllStudents?teacherId=10&curPage=1 HTTP/1.1" 200 910 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:32:06 +0000] "GET /api/edu/teacher/getTeachersCourse?teacherId=10 HTTP/1.1" 200 7110 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:32:06 +0000] "GET /api/edu/class/get?curPage=1&headMasterId=10 HTTP/1.1" 200 6380 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:32:06 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=10&classId=12&relationId=67 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:32:06 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=10&classId=12&relationId=65 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:32:06 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=10&classId=12&relationId=64 HTTP/1.1" 200 45 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:32:06 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=10&classId=12&relationId=66 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:32:06 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=10&classId=12&relationId=63 HTTP/1.1" 200 45 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:32:08 +0000] "GET /api/edu/teacher/getTeachersCourse?teacherId=10 HTTP/1.1" 200 7110 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:32:08 +0000] "GET /api/edu/class/get?curPage=1&headMasterId=10 HTTP/1.1" 200 6380 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:32:08 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=10&classId=12&relationId=66 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:32:09 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=10&classId=12&relationId=64 HTTP/1.1" 200 45 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:32:09 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=10&classId=12&relationId=67 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:32:09 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=10&classId=12&relationId=65 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:32:09 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=10&classId=12&relationId=63 HTTP/1.1" 200 45 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:32:11 +0000] "GET /api/edu/teacher/getTeachersCourse?teacherId=10 HTTP/1.1" 200 7110 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:32:11 +0000] "GET /api/edu/class/get?curPage=1&headMasterId=10 HTTP/1.1" 200 6380 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:32:11 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=10&classId=12&relationId=67 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:32:11 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=10&classId=12&relationId=65 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:32:11 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=10&classId=12&relationId=63 HTTP/1.1" 200 45 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:32:11 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=10&classId=12&relationId=66 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:32:11 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=10&classId=12&relationId=64 HTTP/1.1" 200 45 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:32:12 +0000] "GET /api/edu/teacher/getTeacherAllStudents?teacherId=10&curPage=1 HTTP/1.1" 200 910 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:32:56 +0000] "GET /api/edu/teacher/get?curPage=1&organizational_id=6 HTTP/1.1" 200 1069 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:32:56 +0000] "GET /api/edu/class/get?curPage=1&organizationalId=6 HTTP/1.1" 200 6990 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:32:57 +0000] "GET /api/edu/teacher/get?curPage=1&organizational_id=6 HTTP/1.1" 200 1069 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:33:00 +0000] "GET /api/edu/teacher/get?curPage=1&organizational_id=6 HTTP/1.1" 200 1069 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:33:13 +0000] "GET /api/edu/course/get?curPage=1 HTTP/1.1" 200 3637 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:33:14 +0000] "GET /api/edu/organization/get?curPage=1 HTTP/1.1" 200 2109 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:33:17 +0000] "GET /api/edu/organization/getUnqualifiedStudents HTTP/1.1" 200 2406 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:33:24 +0000] "GET /api/edu/organization/getUnqualifiedStudents HTTP/1.1" 200 2406 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:37:16 +0000] "GET /api/edu/files/get?module_id=1&module_name=%E8%AF%BE%E7%A8%8B&curPage=1 HTTP/1.1" 200 3290 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:40:47 +0000] "GET /api/edu/organization/getUnqualifiedStudents HTTP/1.1" 200 2406 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:40:57 +0000] "GET /api/edu/student/getUnQualifiedScores?studentId=14 HTTP/1.1" 200 32 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:41:00 +0000] "GET /api/edu/course/get?curPage=1 HTTP/1.1" 200 3637 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:41:03 +0000] "GET /api/edu/organization/get?curPage=1 HTTP/1.1" 200 2109 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:41:05 +0000] "GET /api/edu/organization/getUnqualifiedStudents HTTP/1.1" 200 2406 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:43:26 +0000] "GET /api/edu/organization/getUnqualifiedStudents HTTP/1.1" 200 2406 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:44:01 +0000] "GET /api/edu/student/getUnQualifiedScores?studentId=14 HTTP/1.1" 200 32 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:44:40 +0000] "GET /api/edu/student/getUnQualifiedScores?studentId=13 HTTP/1.1" 200 2131 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:46:24 +0000] "GET /api/edu/course/get?curPage=1 HTTP/1.1" 200 3637 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:46:25 +0000] "GET /api/edu/organization/get?curPage=1 HTTP/1.1" 200 2109 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:46:44 +0000] "GET /api/edu/teacher/get?curPage=1&organizational_id=6 HTTP/1.1" 200 1069 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:46:44 +0000] "GET /api/edu/class/get?curPage=1&organizationalId=6 HTTP/1.1" 200 6990 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:46:47 +0000] "GET /api/edu/teacher/get?curPage=1&organizational_id=6 HTTP/1.1" 200 1069 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:46:54 +0000] "GET /api/edu/teacher/get?curPage=1&organizational_id=6 HTTP/1.1" 200 1069 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:47:57 +0000] "GET /api/edu/organization/getUnqualifiedStudents HTTP/1.1" 200 2406 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:47:59 +0000] "GET /api/edu/course/get?curPage=1 HTTP/1.1" 200 3637 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:48:01 +0000] "GET /api/edu/organization/get?curPage=1 HTTP/1.1" 200 2109 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:48:26 +0000] "GET /api/edu/organization/getUnqualifiedStudents HTTP/1.1" 200 2406 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:48:43 +0000] "GET /api/edu/teacher/getTeachersCourse?teacherId=10 HTTP/1.1" 200 7110 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:48:44 +0000] "GET /api/edu/class/get?curPage=1&headMasterId=10 HTTP/1.1" 200 6380 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:48:44 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=10&classId=12&relationId=63 HTTP/1.1" 200 45 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:48:44 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=10&classId=12&relationId=65 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:48:44 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=10&classId=12&relationId=67 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:48:44 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=10&classId=12&relationId=64 HTTP/1.1" 200 45 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
::ffff:127.0.0.1 - - [22/Sep/2021:11:48:44 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=10&classId=12&relationId=66 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
